OBJECTID,FID_road,FCLASS,URBAN_CODE,ROUNDED_SPEED,Volume,Capacity,VCR,Artificial,MODE_TYPE,MILES,FID_HighwayBridge_3state,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
4336,57549,2,78229,55,12150.000000000000000,37091.995268138802203,0.327563936967192,0,road,0.085915449380443,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4337,57550,2,78229,55,20900.000000000000000,22466.666666666649689,0.930267062314543,0,road,0.085909297910225,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4338,57850,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.017240640989771,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4339,57856,2,78229,55,20900.000000000000000,40000.000000100000761,0.522499999998694,0,road,0.387740378705858,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4340,131609,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.059809375171743,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4341,131610,3,78229,30,7850.000000000000000,8245.000000000000000,0.952092177077016,0,road,0.020735506070712,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4342,132112,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.077918596154981,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4343,132113,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.207952702294072,8105,OR007450,HWB5 ,41047000200,WILLAMETTE RIVER,State Highway Agency,105,13.0000000,2,36,18,0,,,1984,1984,,,N,46800,,666,1634.382900000000063,44.944211000000003,-123.039911000000004,Functionally Obsolete
4344,57548,2,78229,55,12150.000000000000000,40000.000000100000761,0.303749999999241,0,road,0.052102652100347,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4345,57549,2,78229,55,12150.000000000000000,37091.995268138802203,0.327563936967192,0,road,0.085915449380443,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4346,57550,2,78229,55,20900.000000000000000,22466.666666666649689,0.930267062314543,0,road,0.085909297910225,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4347,57850,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.017240640989771,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4348,57856,2,78229,55,20900.000000000000000,40000.000000100000761,0.522499999998694,0,road,0.387740378705858,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4349,131609,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.059809375171743,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4350,131610,3,78229,30,7850.000000000000000,8245.000000000000000,0.952092177077016,0,road,0.020735506070712,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4351,132112,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.077918596154981,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4352,132113,3,78229,30,8500.000000000000000,8245.000000000000000,1.030927835051546,0,road,0.207952702294072,8108,OR007460,HWB5 ,41047000200,Front St. NE,State Highway Agency,105,9.0000000,3,60,25,0,,,1981,,,,N,15000,,767,1885.826499999999896,44.944688999999997,-123.039703000000003,
4353,57548,2,78229,55,12150.000000000000000,40000.000000100000761,0.303749999999241,0,road,0.052102652100347,1474,OR000029,HWB15,41047000200,WILLAMETTE RIVER,State Highway Agency,402,21.0000000,28,676,72,0,,,1984,1984,,,3,46800,,555,72718.432400000005146,44.944642000000002,-123.042188999999993,Functionally Obsolete
4354,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,1474,OR000029,HWB15,41047000200,WILLAMETTE RIVER,State Highway Agency,402,21.0000000,28,676,72,0,,,1984,1984,,,3,46800,,555,72718.432400000005146,44.944642000000002,-123.042188999999993,Functionally Obsolete
4355,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,1496,OR000719,HWB15,41053005201,WILLAMETTE RIVER,State Highway Agency,403,20.0000000,35,729,77,0,,,1984,1984,,,3,46600,,656,74685.456799999999930,44.945303000000003,-123.044797000000003,Structurally Deficient
4356,132095,3,78229,25,7090.000000000000000,15000.000000000000000,0.472666666666667,0,road,0.275142484399302,6454,OR008060,HWB3 ,41047000200,MILL CREEK,City or Municipal High...,104,30.0000000,1,9,9,58,,,1928,,,,7,10520,,675,1005.992200000000025,44.947910999999998,-123.033080999999996,
4357,57856,2,78229,55,20900.000000000000000,40000.000000100000761,0.522499999998694,0,road,0.387740378705858,198,OR000720,HWB10,41047000200,WALLACE MARINE PARK,State Highway Agency,204,16.0000000,6,91,15,0,,,1984,1984,,,N,23100,,766,3729.150399999999991,44.945667000000000,-123.041539000000000,Functionally Obsolete
4358,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4359,57852,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.178990754868811,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4360,57853,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.083375868487746,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4361,131591,3,78229,25,10550.000000000000000,14863.164349959099127,0.709808473592572,0,road,0.023329570432192,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4362,131592,3,78229,55,1850.000000000000000,22500.000000000000000,0.082222222222222,0,road,0.021107020921442,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4363,131594,3,78229,55,1850.000000000000000,23724.400000000001455,0.077978789769183,0,road,0.184330379877330,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4364,222348,4,78229,30,8105.000000000000000,13502.585106382999584,0.600255427841634,0,road,0.111736148147920,206,OR000735,HWB10,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,204,9.0000000,3,46,18,0,,,1984,1984,,,N,46600,,566,1060.349099999999908,44.944636000000003,-123.048372000000001,Functionally Obsolete
4365,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4366,57852,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.178990754868811,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4367,57853,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.083375868487746,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4368,131591,3,78229,25,10550.000000000000000,14863.164349959099127,0.709808473592572,0,road,0.023329570432192,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4369,131592,3,78229,55,1850.000000000000000,22500.000000000000000,0.082222222222222,0,road,0.021107020921442,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4370,131594,3,78229,55,1850.000000000000000,23724.400000000001455,0.077978789769183,0,road,0.184330379877330,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4371,222348,4,78229,30,8105.000000000000000,13502.585106382999584,0.600255427841634,0,road,0.111736148147920,1516,OR001107,HWB15,41053005201,OR 221 (HWY 150) CONN,State Highway Agency,402,23.0000000,9,186,33,0,,,1963,,,,N,47200,,666,21913.880900000000111,44.944636000000003,-123.048372000000001,Functionally Obsolete
4372,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,4567,OR001153,HWB3 ,41053005201,BOAT MOORAGE ACCESS,State Highway Agency,107,31.0000000,1,9,9,0,,,1963,,,,N,47200,,775,1039.525200000000041,44.945289000000002,-123.046794000000006,
4373,57853,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.083375868487746,4567,OR001153,HWB3 ,41053005201,BOAT MOORAGE ACCESS,State Highway Agency,107,31.0000000,1,9,9,0,,,1963,,,,N,47200,,775,1039.525200000000041,44.945289000000002,-123.046794000000006,
4374,57856,2,78229,55,20900.000000000000000,40000.000000100000761,0.522499999998694,0,road,0.387740378705858,4567,OR001153,HWB3 ,41053005201,BOAT MOORAGE ACCESS,State Highway Agency,107,31.0000000,1,9,9,0,,,1963,,,,N,47200,,775,1039.525200000000041,44.945289000000002,-123.046794000000006,
4375,57849,2,78229,55,6000.000000000000000,40000.000000100000761,0.149999999999625,0,road,0.529897348829475,8106,OR007452,HWB5 ,41053005201,WILLAMETTE RIVER,State Highway Agency,104,8.0000000,11,245,26,0,,,1984,1984,,,N,46800,,666,6844.851599999999962,44.945281000000001,-123.047161000000003,Functionally Obsolete
4376,57853,2,78229,55,10900.000000000000000,40000.000000100000761,0.272499999999319,0,road,0.083375868487746,8106,OR007452,HWB5 ,41053005201,WILLAMETTE RIVER,State Highway Agency,104,8.0000000,11,245,26,0,,,1984,1984,,,N,46800,,666,6844.851599999999962,44.945281000000001,-123.047161000000003,Functionally Obsolete
4377,57856,2,78229,55,20900.000000000000000,40000.000000100000761,0.522499999998694,0,road,0.387740378705858,8106,OR007452,HWB5 ,41053005201,WILLAMETTE RIVER,State Highway Agency,104,8.0000000,11,245,26,0,,,1984,1984,,,N,46800,,666,6844.851599999999962,44.945281000000001,-123.047161000000003,Functionally Obsolete
4378,254108,4,99999,55,250.000000000000000,5000.000000000000000,0.050000000000000,0,road,2.076319352065990,773,OR003490,HWB10,41021960100,JOHN DAY RIVER,State Highway Agency,205,9.0000000,6,134,30,0,,,1962,,,,3,260,,665,3088.842999999999847,45.476550000000003,-120.469149999999999,
4379,36495,1,99999,65,7250.000000000000000,32768.518518518496421,0.221248940378638,0,road,4.572844637236260,1874,OR001295,HWB17,41059950500,NOLAN ROAD,State Highway Agency,502,13.0000000,3,49,24,16,,,1968,,,,N,16600,,677,2224.576799999999821,45.739514000000000,-119.077708000000001,
4380,36495,1,99999,65,7250.000000000000000,32768.518518518496421,0.221248940378638,0,road,4.572844637236260,2634,OR001296,HWB19,41059950500,NOLAN ROAD,State Highway Agency,502,13.0000000,3,49,24,16,,,2004,2004,,,N,16600,,677,2818.201500000000124,45.739147000000003,-119.077792000000002,
4381,146306,3,99998,25,2300.000000000000000,6672.727272727250238,0.344686648501364,0,road,0.100782632724963,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4382,146531,3,99998,25,5150.000000000000000,12491.666666666649689,0.412274849899935,0,road,0.003251428108455,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4383,146532,3,99998,25,4200.000000000000000,21933.333333333350311,0.191489361702127,0,road,0.041837731247600,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4384,146533,3,99998,25,4200.000000000000000,21933.333333333350311,0.191489361702127,0,road,0.040194488437653,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4385,146534,3,99998,25,4846.000000000000000,12504.136833046450192,0.387551741052031,0,road,0.269838546295957,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4386,161215,3,99998,45,30250.000000000000000,27728.454365639998286,1.090937114673243,0,road,0.058256068576240,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4387,285936,5,99998,25,3356.000000000000000,10993.252336448600545,0.305278174037090,0,road,0.068989414908142,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4388,285937,5,99998,25,5820.000000000000000,11498.814016172500487,0.506139154160983,0,road,0.024159824629072,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4389,286796,5,99998,25,5820.000000000000000,11498.814016172500487,0.506139154160983,0,road,0.059567682150022,6468,OR008106,HWB3 ,41047010502,SILVER CREEK,City or Municipal High...,502,14.0000000,1,25,24,6,,,1974,,,,3,11036,,777,1304.063900000000103,45.004939000000000,-122.783480999999995,Functionally Obsolete
4390,131618,3,78229,30,8800.000000000000000,8245.000000000000000,1.067313523347483,0,road,0.030242571649794,5961,OR005617,HWB3 ,41047000200,MILL CREEK,State Highway Agency,104,30.0000000,1,12,12,0,,,1982,1982,,,U,33400,,665,1341.322899999999890,44.949911000000000,-123.035743999999994,
4391,131626,3,78229,30,11383.000000000000000,9817.673378661100287,1.159439671800568,0,road,0.150652121578303,5961,OR005617,HWB3 ,41047000200,MILL CREEK,State Highway Agency,104,30.0000000,1,12,12,0,,,1982,1982,,,U,33400,,665,1341.322899999999890,44.949911000000000,-123.035743999999994,
4392,132109,3,78229,30,7250.000000000000000,8245.000000000000000,0.879320800485142,0,road,0.186287862136391,5961,OR005617,HWB3 ,41047000200,MILL CREEK,State Highway Agency,104,30.0000000,1,12,12,0,,,1982,1982,,,U,33400,,665,1341.322899999999890,44.949911000000000,-123.035743999999994,
4393,272929,4,99999,55,3743.000000000000000,12159.745989304799878,0.307818930041153,0,road,3.008482395192490,6985,OR005672,HWB4 ,41053005300,RICKREALL CREEK,State Highway Agency,502,14.0000000,1,43,43,13,,,1995,,,,8,7800,,777,2663.355199999999968,44.927992000000003,-123.146392000000006,
4394,191267,3,99999,55,5160.000000000000000,12580.000000000000000,0.410174880763116,0,road,2.753025204515620,2650,OR001716,HWB19,41047010503,PUDDING RIVER,County Highway Agency,502,14.0000000,3,68,22,35,,,1995,,,,8,10394,,777,4211.817600000000311,44.993955999999997,-122.845444000000001,Functionally Obsolete
4395,147311,3,99998,25,5425.000000000000000,14154.152684563750881,0.383279742765272,0,road,0.363325849043985,5651,OR004829,HWB3 ,41047010503,SILVER CREEK,County Highway Agency,501,17.0000000,1,24,24,0,,,1969,,,,3,3290,,777,1520.165899999999965,45.008299999999998,-122.787780999999995,
4396,178238,3,99999,45,6900.000000000000000,10754.166666666649689,0.641611778380477,0,road,3.816505862382890,4205,OR006607,HWB28,41041950800,SPENCER CREEK,State Highway Agency,511,16.0000000,3,64,43,0,,,2008,,,,5,10400,,777,2861.045799999999872,44.729424999999999,-124.057319000000007,
4397,291088,5,99999,50,190.000000000000000,11847.634615384600693,0.016036956419409,0,road,5.579245488060910,16869,ID000565,HWB3 ,16061940002,LONG HOLLOW CREEK,State Highway Agency,107,10.0000000,1,8,8,60,,,1964,,,,8,500,,666,280.212100000000021,46.227755999999999,-116.243360999999993,
4398,28280,1,78229,60,45250.000000000000000,59813.341204250500596,0.756520185780633,0,road,2.233159989799120,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4399,131488,3,78229,45,11840.000000000000000,29850.140845070400246,0.396648044692738,0,road,0.299543162985119,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4400,131489,3,78229,35,4985.000000000000000,15000.000000000000000,0.332333333333333,0,road,0.029416501566083,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4401,131490,3,78229,45,11840.000000000000000,29850.140845070400246,0.396648044692738,0,road,0.103961709619568,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4402,132123,3,78229,35,4985.000000000000000,15000.000000000000000,0.332333333333333,0,road,0.373766810736337,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4403,132135,3,78229,35,8615.000000000000000,15000.000000000000000,0.574333333333333,0,road,0.490071651372316,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4404,132182,3,78229,45,15380.000000000000000,29882.646891043950745,0.514679976512036,0,road,0.307508143583789,6541,OR001699,HWB4 ,41047001602,SILVERTON ROAD,State Highway Agency,506,45.0000000,1,47,47,12,,,1999,,,,N,85700,,676,9357.136699999999109,44.968283000000000,-122.989993999999996,
4405,276708,4,99999,55,19400.000000000000000,29001.674746584398235,0.668926886792453,0,road,4.319195932322350,728,OR003260,HWB10,41047010501,ABIQUA CREEK OFLOW,State Highway Agency,201,8.0000000,2,7,4,0,,,1934,,,,5,5700,,776,143.428899999999999,45.024681000000001,-122.740871999999996,Functionally Obsolete
4406,36497,1,99999,65,7250.000000000000000,32361.111111111098580,0.224034334763949,0,road,0.275432664105160,1617,OR004806,HWB15,41059951300,I-84 (HWY 006),State Highway Agency,407,10.0000000,5,88,26,0,,,1968,,,,N,290,,677,4507.764199999999619,45.746661000000003,-119.109639000000001,
4407,36498,1,99999,65,7250.000000000000000,32361.111111111098580,0.224034334763949,0,road,0.224597932626229,1617,OR004806,HWB15,41059951300,I-84 (HWY 006),State Highway Agency,407,10.0000000,5,88,26,0,,,1968,,,,N,290,,677,4507.764199999999619,45.746661000000003,-119.109639000000001,
4408,292664,5,99999,55,125.000000000000000,7172.619047619050434,0.017427385892116,0,road,0.066293542378862,1617,OR004806,HWB15,41059951300,I-84 (HWY 006),State Highway Agency,407,10.0000000,5,88,26,0,,,1968,,,,N,290,,677,4507.764199999999619,45.746661000000003,-119.109639000000001,
4409,293279,5,99999,55,205.000000000000000,10509.387755102050505,0.019506369426751,0,road,4.136896829882290,1617,OR004806,HWB15,41059951300,I-84 (HWY 006),State Highway Agency,407,10.0000000,5,88,26,0,,,1968,,,,N,290,,677,4507.764199999999619,45.746661000000003,-119.109639000000001,
4410,190331,3,99999,55,4715.000000000000000,12580.000000000000000,0.374801271860095,0,road,4.150065745255510,692,OR003088,HWB10,41047001603,LITTLE PUDDING RIVER,County Highway Agency,204,11.0000000,3,31,10,0,,,1949,1949,,,U,11337,,446,873.379299999999944,44.984869000000003,-122.931799999999996,Structurally Deficient
4411,132161,3,78229,45,6877.000000000000000,13682.530023094699573,0.502611723737666,0,road,1.192609415982450,7952,OR008094,HWB4 ,41053005202,GLENN CREEK,City or Municipal High...,119,16.0000000,1,9,9,15,,,1993,,,,8,5400,,NNN,637.081599999999980,44.956631000000002,-123.062089000000000,
4412,297771,5,99999,55,650.000000000000000,11910.150375939849255,0.054575297496923,0,road,25.237525644979499,6570,OR001750,HWB4 ,41005980000,ROARING RIVER,State Highway Agency,502,12.0000000,1,43,43,1,,,1997,,,,8,530,,888,2282.875900000000001,45.158875000000002,-122.117688999999999,
4413,276708,4,99999,55,19400.000000000000000,29001.674746584398235,0.668926886792453,0,road,4.319195932322350,1290,OR003259,HWB12,41047010501,ABIQUA CREEK,State Highway Agency,302,8.0000000,6,51,18,0,,,1934,,,,3,5700,,565,2089.963400000000092,45.027911000000003,-122.737352999999999,Functionally Obsolete
4414,191271,3,99999,55,5969.000000000000000,10274.849860335199992,0.580933062880324,0,road,1.825095134206520,18,OR000039,HWB10,41053005300,MUD SLOUGH,State Highway Agency,201,28.0000000,3,37,15,0,,,1973,,,,5,28700,,666,2653.433899999999994,44.933605999999997,-123.183971999999997,
4415,192703,3,99999,55,6150.000000000000000,10270.833333333350311,0.598782961460442,0,road,0.489489058045265,18,OR000039,HWB10,41053005300,MUD SLOUGH,State Highway Agency,201,28.0000000,3,37,15,0,,,1973,,,,5,28700,,666,2653.433899999999994,44.933605999999997,-123.183971999999997,
4416,131434,3,78229,55,3816.000000000000000,14492.027586206899286,0.263317191283293,0,road,0.607532691874008,6472,OR008128,HWB3 ,41047001603,DITCH,County Highway Agency,701,11.0000000,1,8,7,10,,,1965,,,,U,6686,,666,327.878899999999987,44.987710999999997,-122.954730999999995,
4417,251315,4,99999,45,18900.000000000000000,30000.000000000000000,0.630000000000000,0,road,1.292658548977950,23,OR000057,HWB10,41053020202,RICKREALL CREEK,State Highway Agency,202,10.0000000,3,56,21,27,,,1960,,,,5,12300,,666,1434.288600000000088,44.928221999999998,-123.228661000000002,Functionally Obsolete
4418,293279,5,99999,55,205.000000000000000,10509.387755102050505,0.019506369426751,0,road,4.136896829882290,5332,OR003496,HWB3 ,41059951300,USRS FEED CANAL (ECHO),County Highway Agency,501,11.0000000,1,22,21,42,,,1980,,,,8,579,,877,901.667100000000005,45.740471999999997,-119.187580999999994,
4419,191271,3,99999,55,5969.000000000000000,10274.849860335199992,0.580933062880324,0,road,1.825095134206520,3049,OR004843,HWB22,41053020500,W&P RR,State Highway Agency,602,29.0000000,3,56,20,13,,,1973,,,,N,28700,,677,5293.445600000000013,44.934368999999997,-123.211838999999998,
4420,252342,4,99999,55,70.000000000000000,9176.131578947350135,0.007628486949838,0,road,10.655625498668901,5219,OR003038,HWB3 ,41049970200,BRANDY CREEK,State Highway Agency,501,8.0000000,1,9,9,0,,,1984,,,,U,140,,878,268.264599999999973,45.602611000000003,-119.943881000000005,
4421,297771,5,99999,55,650.000000000000000,11910.150375939849255,0.054575297496923,0,road,25.237525644979499,2398,OR005515,HWB17,41005980000,HALF VIADUCT,State Highway Agency,502,8.0000000,3,60,20,0,,,1970,,,,N,530,,677,1676.290199999999913,45.163860999999997,-122.142397000000003,
4422,297771,5,99999,55,650.000000000000000,11910.150375939849255,0.054575297496923,0,road,25.237525644979499,4047,OR004723,HWB28,41005980000,CLACK RIVER (ARMSTRONG),State Highway Agency,310,9.0000000,5,130,73,6,,,1954,,,,3,570,,664,3268.968400000000202,45.162210999999999,-122.151330999999999,Structurally Deficient
4423,28026,1,78229,60,45250.000000000000000,59813.341204250500596,0.756520185780633,0,road,0.111040698982630,3081,OR001700,HWB23,41047001602,I-5 (HWY 1),State Highway Agency,606,33.0000000,2,112,57,39,,,1997,,,,N,28000,,667,13770.915000000000873,44.983818999999997,-122.993827999999993,Functionally Obsolete
4424,28280,1,78229,60,45250.000000000000000,59813.341204250500596,0.756520185780633,0,road,2.233159989799120,3081,OR001700,HWB23,41047001602,I-5 (HWY 1),State Highway Agency,606,33.0000000,2,112,57,39,,,1997,,,,N,28000,,667,13770.915000000000873,44.983818999999997,-122.993827999999993,Functionally Obsolete
