OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
8156,WA000731,HWB1 ,53071920000,US 12,State Highway Agency,31002002,10.6000004,3,5395,1317,0,,,1950,,R15800000,,3,7063,,665,101907.233999999996740,46.216670000000001,-119.019999999999996,
8157,WA000794,HWB1 ,53005011001,US ROUTE 395,State Highway Agency,41202012,20.3999996,3,7684,1585,0,,,1954,,H04620000,,3,42446,,675,279334.915199999988545,46.219999999999999,-119.141670000000005,
8158,WA000840,HWB1 ,53041971700,I-5,State Highway Agency,31020401,10.1999998,2,2316,732,0,,,1953,,H04170000,,3,18387,,565,42096.542399999998452,46.414999999999999,-122.888329999999996,
8159,WA000843,HWB1 ,53041971700,I-5,State Highway Agency,31020401,10.1999998,2,2316,732,0,,,1953,,H04270000,,3,18387,,655,42096.542399999998452,46.414999999999999,-122.888329999999996,
8160,WA000844,HWB1 ,53061052104,STATE ROUTE 529,State Highway Agency,31702012,8.6999998,2,2774,555,0,,,1954,,H03630000,,5,10955,,657,43006.431600000003527,48.036670000000001,-122.180000000000007,
8161,WA000850,HWB1 ,53057952500,STATE ROUTE 536,State Highway Agency,41702016,10.6000004,2,2057,488,0,,,1953,,H03120000,,5,19928,,667,38855.084399999999732,48.423330000000000,-122.338329999999999,
8162,WA000868,HWB1 ,53073010100,STATE ROUTE 9,State Highway Agency,31010407,10.0000000,2,1250,488,0,,,1954,,N00000000,,2,2383,,665,22275.000000000000000,48.810000000000002,-122.200000000000003,
8163,WA000915,HWB1 ,53057951800,I-5,State Highway Agency,31020411,18.2999992,4,3389,488,0,,,1955,,H05940000,,5,46975,,667,110517.323399999993853,48.445000000000000,-122.340000000000003,
8164,WA000986,HWB1 ,53067010400,CAPITOL BLVD,State Highway Agency,41100014,21.5000000,4,863,561,0,,,1956,,H05640000,,N,3960,,667,33064.118999999998778,47.024999999999999,-122.898330000000001,
8165,WA001183,HWB1 ,53057951300,STATE ROUTE 9,State Highway Agency,31020107,10.1000004,3,2963,914,0,,,1959,,H04930000,,5,8558,,567,53328.666599999996834,48.483330000000002,-122.241669999999999,
8166,WA001273,HWB1 ,53053060200,STATE ROUTE 509,City Highway Agency,31002016,12.8000002,3,8391,491,0,,,1930,,H04620000,,2,15099,,534,191395.353600000002189,47.261670000000002,-122.433329999999998,
8167,WA001394,HWB1 ,53033024200,STATE ROUTE 520,State Highway Agency,10002014,18.0000000,2,37807,732,0,,,1963,,N00000000,,8,102100,,646,1212697.331999999936670,47.646670000000000,-122.254999999999995,
8168,WA001398,HWB1 ,53037975700,I-90,State Highway Agency,41240301,19.0000000,3,7632,1585,0,,,1962,,N00000000,,3,11683,,556,258404.255999999993946,46.943330000000003,-119.966669999999993,
8169,WA001520,HWB1 ,53061053506,STATE ROUTE 9,State Highway Agency,31070207,6.1999998,2,1640,640,0,,,1924,,N00000000,,5,12345,,556,18119.376000000000204,48.206670000000003,-122.125000000000000,
8170,WA001521,HWB1 ,53017950100,US RT 97,State Highway Agency,41220502,10.0000000,3,3740,1585,0,,,1962,,N00000000,,3,2147,,665,66646.800000000002910,47.816670000000002,-119.968329999999995,
8171,WA002179,HWB1 ,53005012000,STATE ROUTE 24,State Highway Agency,31060206,10.3000002,3,6041,805,0,,,1965,,N00000000,,8,3022,,666,110880.138600000005681,46.641669999999998,-119.728330000000000,
8172,WA002807,HWB1 ,53023970300,STATE ROUTE 127,State Highway Agency,41240202,10.3999996,3,5581,1585,0,,,1969,,N00000000,,8,1057,,477,103431.556800000005751,46.625000000000000,-117.796670000000006,
8173,WA003520,HWB1 ,53033032702,INTERSTATE RT 90,State Highway Agency,62100001,16.7999992,20,11034,573,0,,,1981,,N00000000,,9,10388,,767,330331.478400000021793,47.418329999999997,-121.441670000000002,
8174,WA003839,HWB1 ,53005010600,INTERSTATE RT 182,State Highway Agency,62110511,19.3999996,5,5944,1372,0,,,1984,,H07620000,,5,9815,,667,205488.835200000001350,46.261670000000002,-119.246669999999995,
8175,WA003840,HWB1 ,53021020606,INTERSTATE RT 182,State Highway Agency,62110511,19.3999996,5,5944,1372,0,,,1984,,H07620000,,5,9815,,667,205488.835200000001350,46.266669999999998,-119.239999999999995,
8176,WA003938,HWB1 ,53033009500,I-90,State Highway Agency,10002011,32.0000000,18,29136,1079,0,,,1989,,H05080000,,8,57401,,677,1661451.263999999966472,47.590000000000003,-122.283330000000007,
8177,WA004066,HWB1 ,53005011600,INTERSTATE RT 82,State Highway Agency,62100001,15.1999998,11,10464,2012,0,,,1988,,N00000000,,8,5670,,677,283432.089600000006612,45.933329999999998,-119.329999999999998,
8178,WA004650,HWB1 ,53073010403,RD. 31. MP 7.1,US Forest Service,20700009,4.9000001,3,314,198,0,,,1953,,N00000000,,6,73,,788,3357.288000000000011,48.983330000000002,-122.783330000000007,
8179,WA004708,HWB1 ,53033032800,ROAD,US Forest Service,20700009,5.6999998,3,335,213,0,,,1962,,N00000000,,6,156,,777,3402.728999999999814,47.655000000000001,-121.291669999999996,
8180,WA004709,HWB1 ,53033032800,ROAD,US Forest Service,20700009,5.0999999,3,335,213,0,,,1959,,N00000000,,6,60,,788,3044.547000000000025,47.651670000000003,-121.284999999999997,
8181,WA004711,HWB1 ,53061053602,ROAD,US Forest Service,20700009,5.1999998,3,366,244,0,,,1964,,N00000000,,6,5,,000,3391.502399999999852,47.996670000000002,-121.623329999999996,
8182,WA004713,HWB1 ,53033032800,ROAD,US Forest Service,20700009,4.9000001,3,290,198,0,,,1959,,N00000000,,6,29,,788,3100.679999999999836,47.718330000000002,-121.171670000000006,
8183,WA004714,HWB1 ,53061053801,ROAD,US Forest Service,20700509,5.8000002,3,381,259,0,,,1969,,N00000000,,6,6,,888,3937.863600000000133,47.828330000000001,-121.193330000000003,
8184,WA004715,HWB1 ,53061053801,ROAD,US Forest Service,20700009,5.1999998,3,323,219,0,,,1966,,N00000000,,6,8,,788,2993.047199999999975,47.803330000000003,-121.280000000000001,
8185,WA004717,HWB1 ,53061053801,ROAD,US Forest Service,20700009,5.1999998,3,274,183,0,,,1967,,N00000000,,6,8,,788,2538.993599999999788,47.808329999999998,-121.266670000000005,
8186,WA004718,HWB1 ,53061053801,ROAD,US Forest Service,20700009,5.1999998,3,259,168,0,,,1969,,N00000000,,6,8,,788,2399.997600000000148,47.825000000000003,-121.215000000000003,
8187,WA004722,HWB1 ,53061053801,ROAD,US Forest Service,20700009,5.1999998,3,381,259,0,,,1954,,N00000000,,6,44,,787,3530.498399999999947,47.803330000000003,-121.290000000000006,
8188,WA004736,HWB1 ,53047970500,SALMON MEADOWS RD,US Forest Service,20700009,9.0000000,3,244,152,30,,,1949,,N00000000,,6,76,,777,3913.271999999999935,48.630000000000003,-119.811670000000007,
8189,WA004739,HWB1 ,53047971000,W. TWISP RIVER RD,US Forest Service,20700009,5.0000000,3,366,244,0,,,1958,,N00000000,,6,30,,888,3913.271999999999935,48.368330000000000,-120.403329999999997,
8190,WA004740,HWB1 ,53047970900,REYNOLDS RD,US Forest Service,20700009,5.5999999,3,305,204,0,,,1961,,N00000000,,6,21,,888,3043.655999999999949,48.399999999999999,-120.469999999999999,
8191,WA004741,HWB1 ,53047971000,FOGGY DEW RD,US Forest Service,20700009,5.0000000,3,274,168,30,,,1949,,N00000000,,6,37,,778,2929.608000000000175,48.204999999999998,-120.194999999999993,
8192,WA004745,HWB1 ,53047970900,EIGHTMILE ROAD,US Forest Service,20700009,5.3000002,3,372,171,30,,,1949,,N00000000,,6,97,,777,3513.391200000000026,48.600000000000001,-120.183329999999998,
8193,WA004746,HWB1 ,53047970900,KLIPCHUCK ROAD,US Forest Service,20700009,10.6999998,3,305,198,0,,,1972,,N00000000,,6,50,,878,5815.556999999999789,48.590000000000003,-120.498329999999996,
8194,WA004747,HWB1 ,53047970900,CHEWUCK ROAD,US Forest Service,20700009,9.0000000,3,244,152,0,,,1949,,N00000000,,6,196,,777,3913.271999999999935,48.604999999999997,-120.166669999999996,
8195,WA004748,HWB1 ,53047970900,CUB/GOAT CR RD,US Forest Service,70200009,5.5000000,3,277,274,0,,,1957,,N00000000,,6,63,,688,2714.876999999999953,48.588329999999999,-120.370000000000005,
8196,WA004772,HWB1 ,53007960100,RAILROAD CREEK,US Forest Service,70200009,4.8000002,3,259,183,0,,,1974,,N00000000,,6,25,,888,2769.228000000000065,48.200000000000003,-120.566670000000002,
8197,WA004778,HWB1 ,53037975100,ROAD,US Forest Service,20700009,5.1999998,3,305,213,0,,,1962,,N00000000,,6,25,,788,2826.251999999999953,47.333329999999997,-120.849999999999994,
8198,WA004790,HWB1 ,53037975200,ROAD,US Forest Service,70200009,4.8000002,3,259,180,0,,,1960,,N00000000,,6,0,,777,2769.228000000000065,47.208329999999997,-121.233329999999995,
8199,WA004803,HWB1 ,53007960200,RAINY CREEK,US Forest Service,70200009,4.8000002,3,259,180,30,,,1960,,N00000000,,6,50,,888,2769.228000000000065,47.916670000000003,-121.000000000000000,
8200,WA004808,HWB1 ,53007960200,ROAD,US Forest Service,20700009,5.6999998,3,479,326,15,,,1966,,N00000000,,6,10,,787,4865.394599999999627,47.566670000000002,-120.775000000000006,
8201,WA004816,HWB1 ,53077003001,SWAMP CREEK ROAD,US Forest Service,20700009,5.5999999,4,610,244,0,,,1960,,N00000000,,6,40,,788,6087.311999999999898,46.941670000000002,-121.416669999999996,
8202,WA004820,HWB1 ,53077003001,S. FK. TIETON RD.,US Forest Service,20700009,9.3999996,3,259,168,0,,,1969,,N00000000,,6,50,,888,4338.457199999999830,46.541670000000003,-121.258330000000001,
8203,WA004967,HWB1 ,53009001900,WOODCOCK ROAD,County Highway Agency,70200007,12.3000002,4,1241,335,0,,,1977,,N00000000,,3,2294,,777,27200.982599999999366,48.115000000000002,-123.146670000000000,
8204,WA004988,HWB1 ,53071920000,PETTYJOHN RD,County Highway Agency,11100009,6.6999998,2,460,171,0,,,1914,,N00000000,,5,45,,N66,5492.123999999999796,46.301670000000001,-118.416669999999996,
8205,WA004999,HWB1 ,53075000900,ENDICTT-ST JN/4230,County Highway Agency,21100007,7.3000002,4,735,290,0,,,1950,,N00000000,,7,176,,777,9561.320999999999913,46.994999999999997,-117.614999999999995,
8206,WA005243,HWB1 ,53063011600,ARGONNE RD,County Highway Agency,11100016,19.3999996,3,1033,488,0,,,1920,,N00000000,,3,29500,,554,35711.636400000003050,47.683329999999998,-117.283330000000007,
8207,WA005264,HWB1 ,53051970100,COUNTY RD NO 93250,County Highway Agency,30970207,8.8000002,3,2530,832,0,,,1932,,N00000000,,6,1282,,666,39674.447999999996682,48.728330000000000,-117.405000000000001,
8208,WA005366,HWB1 ,53037975200,MARKOVICH ROAD,County Highway Agency,12200009,7.9000001,4,198,192,0,,,1930,,N00000000,,3,25,,674,2787.404399999999896,47.158329999999999,-120.901669999999996,
8209,WA005452,HWB1 ,53025011300,M ROAD SE,County Highway Agency,40100007,8.6000004,4,954,262,0,,,1953,,N00000000,,8,1254,,788,14620.240799999999581,46.988329999999998,-119.206670000000003,
8210,WA005514,HWB1 ,53061053508,SMOKEY POINT BLVD,County Highway Agency,11100007,6.8000002,2,683,341,0,,,1922,,N00000000,,8,3220,,555,8276.320799999999508,48.185000000000002,-122.193330000000003,
8211,WA005599,HWB1 ,53001950200,BENGE-WASHTUCNA RD,County Highway Agency,11100007,6.6999998,2,317,155,0,,,1914,,N00000000,,8,110,,N77,3784.789800000000014,46.884999999999998,-118.170000000000002,
8212,WA005671,HWB1 ,53009000600,ELWHA RIVER ROAD,County Highway Agency,30970209,4.3000002,2,1762,643,10,,,1913,,N00000000,,3,693,,654,18839.304000000000087,48.115000000000002,-123.560280000000006,
8213,WA005719,HWB1 ,53033031501,CUMBERLAND-KANASKE,County Highway Agency,11100006,7.8000002,3,671,305,23,,,1918,,N00000000,,8,2290,,566,9326.631600000000617,47.320000000000000,-121.891670000000005,
8214,WA005741,HWB1 ,53007960600,OLD MONITOR ROAD,County Highway Agency,31070209,4.9000001,2,951,427,0,,,1907,,N00000000,,8,800,,445,10168.092000000000553,47.501669999999997,-120.424999999999997,
8215,WA005765,HWB1 ,53037975200,RAILROAD STREET,County Highway Agency,11100009,12.8999996,2,610,268,0,,,1937,,N00000000,,U,644,,777,14022.558000000000902,47.236669999999997,-121.174999999999997,
8216,WA005935,HWB1 ,53061053700,SAUK PRAIRIE RD,County Highway Agency,31070209,6.0999999,2,1591,610,0,,,1930,,N00000000,,3,658,,555,17294.488199999999779,48.261670000000002,-121.594999999999999,
8217,WA006064,HWB1 ,53007960500,OLD MONITOR ROAD,County Highway Agency,21100007,9.3999996,3,1088,399,25,,,1930,,N00000000,,8,1200,,777,18224.870399999999790,47.486669999999997,-120.413330000000002,
8218,WA006359,HWB1 ,53007960500,PESHASTIN MAIN ST,County Highway Agency,11120207,10.8999996,3,1085,326,0,,,1931,,N00000000,,8,4000,,777,21074.823000000000320,47.568330000000003,-120.603330000000000,
8219,WA006385,HWB1 ,53057951100,CASCADE RIVER RD,County Highway Agency,31012208,6.6999998,3,2018,853,0,,,1930,,N00000000,,8,510,,677,24093.709200000001147,48.526670000000003,-121.430000000000007,
8220,WA006464,HWB1 ,53011040416,NE 172 AVE,County Highway Agency,11110107,5.4000001,2,588,183,0,,,1925,,N00000000,,3,2402,,455,5658.206400000000031,45.833950000000002,-122.493819999999999,
8221,WA006475,HWB1 ,53061053602,WHITTON AV.,County Highway Agency,70270209,5.8000002,2,835,201,0,,,1901,,N00000000,,3,23,,534,8630.226000000000568,48.078330000000001,-121.571669999999997,
8222,WA006583,HWB1 ,53053071403,LK VISTA BLVD,County Highway Agency,70200019,5.6999998,2,314,152,0,,,1952,,N00000000,,8,120,,776,3189.423600000000079,47.118330000000000,-122.448329999999999,
8223,WA006654,HWB1 ,53033032800,NORTH FORK RD SE,County Highway Agency,70300009,4.9000001,3,619,265,0,,,1977,,N00000000,,3,50,,644,6618.347999999999956,47.641810000000000,-121.681330000000003,
8224,WA006676,HWB1 ,53007960500,SAUNDERS ROAD,County Highway Agency,11100009,6.5000000,2,335,168,0,,,1920,,N00000000,,5,100,,666,3880.304999999999836,47.556669999999997,-120.581670000000003,
8225,WA007002,HWB1 ,53053071210,LINDEN LANE,County Highway Agency,31010416,8.5000000,2,1350,457,0,,,1926,,N00000000,,3,12250,,767,20448.450000000000728,47.196669999999997,-122.250000000000000,
8226,WA007014,HWB1 ,53005010201,GROSSCUP ROAD,County Highway Agency,70200017,6.5999999,2,555,277,0,,,1958,,N00000000,,8,817,,775,6527.466000000000349,46.326670000000000,-119.371669999999995,
8227,WA007058,HWB1 ,53053072410,FOX ISL BR ROAD NW,County Highway Agency,00400007,8.1999998,20,5944,366,0,,,1954,,N00000000,,T,5900,,777,86856.105599999995320,47.274999999999999,-122.648330000000001,
8228,WA007068,HWB1 ,53039950200,HARMS RD,County Highway Agency,31000009,5.0999999,2,335,192,0,,,1977,,N00000000,,8,44,,666,3044.547000000000025,45.723370000000003,-121.029849999999996,
8229,WA007162,HWB1 ,53073001202,N LAKE SAMISH DR,County Highway Agency,70300008,8.1999998,3,762,305,0,,,1953,,N00000000,,N,1350,,557,11134.648800000000847,48.670000000000002,-122.401669999999996,
8230,WA007387,HWB1 ,53071920100,LOWDEN GARDENA RD,County Highway Agency,11100007,6.9000001,2,549,213,27,,,1920,,N00000000,,4,305,,686,6750.394199999999728,46.051670000000001,-118.591669999999993,
8231,WA007568,HWB1 ,53007960500,GOODWIN ROAD,County Highway Agency,30912007,7.6999998,2,1533,378,99,,,1929,,H04520000,,2,600,,665,21034.906200000001263,47.528329999999997,-120.488330000000005,
8232,WA007585,HWB1 ,53033026300,14/16TH AVE S,County Highway Agency,31620114,15.6000004,5,3917,732,0,,,1931,,N00000000,,8,18961,,554,108889.466400000004796,47.529780000000002,-122.314080000000004,
8233,WA007612,HWB1 ,53067011900,CO. RD. 14010,County Highway Agency,11100009,6.0999999,2,415,158,0,,,1917,,N00000000,,5,109,,N66,4511.132999999999811,47.056669999999997,-123.090000000000003,
8234,WA007807,HWB1 ,53053070100,KOLISCH RD,County Highway Agency,70200009,4.5999999,3,457,280,0,,,1937,,N00000000,,8,70,,777,4886.243999999999687,47.005000000000003,-121.998329999999996,
8235,WA007921,HWB1 ,53057952200,RIVERSIDE DRIVE,City Highway Agency,41731014,7.9000001,2,2423,497,0,,,1938,,H04270000,,6,5330,,666,34110.509400000002643,48.443950000000001,-122.334829999999997,
8236,WA007944,HWB1 ,53053060200,PUYALLUP AVENUE,City Highway Agency,31010414,14.0000000,5,7986,768,99,,,1925,,H04950000,,5,10960,,354,199234.728000000002794,47.268329999999999,-122.379999999999995,
8237,WA007947,HWB1 ,53053060200,EAST LINCOLN AVE,City Highway Agency,31030217,10.6999998,3,1433,518,0,,,1929,,N00000000,,3,4214,,457,27323.584200000001147,47.250830000000001,-122.414169999999999,
8238,WA007966,HWB1 ,53033022300,12 AVE S,City Highway Agency,41140314,19.7999992,3,1390,521,0,,,1917,,H16760000,,N,21000,,677,49044.203999999997905,47.730069999999998,-122.264619999999994,
8239,WA008013,HWB1 ,53063002600,MISSION AVENUE,City Highway Agency,11100014,17.7000008,5,1061,256,0,,,1909,,N00000000,,U,20700,,466,33465.425400000000081,47.671669999999999,-117.386669999999995,
8240,WA008025,HWB1 ,53063002300,GREENE STREET,City Highway Agency,11100014,21.2000008,3,1323,405,17,,,1955,,H04270000,,U,38600,,875,49980.823199999998906,47.668329999999997,-117.458330000000004,
8241,WA008062,HWB1 ,53067010520,W 4TH AVENUE,City Highway Agency,21120214,12.5000000,3,2896,314,0,,,1920,,R06780000,,8,22400,,444,64508.400000000001455,47.045000000000002,-122.924999999999997,
8242,WA008102,HWB1 ,53063003500,MONROE STREET,City Highway Agency,21121114,21.3999996,3,2731,856,0,,,1911,,N00000000,,8,23700,,335,104146.138800000000629,47.659999999999997,-117.426670000000001,
8243,WA008103,HWB1 ,53063003500,HOWARD STREET,City Highway Agency,11100019,17.7000008,2,646,323,0,,,1909,,N00000000,,8,40,,677,20375.744399999999587,47.663330000000002,-117.420000000000002,
8244,WA008155,HWB1 ,53033021300,MCGILVRA BLVD E,City Highway Agency,90100016,5.5999999,5,610,183,0,,,1967,,H00000000,,N,1000,,888,6087.311999999999898,47.741979999999998,-122.280850000000001,
8245,WA008169,HWB1 ,53033021300,W GARFIELD ST,City Highway Agency,20920314,15.3999996,15,9168,265,0,,,1929,,R06710000,,N,14500,,766,251595.590399999986403,47.741979999999998,-122.280850000000001,
8246,WA008180,HWB1 ,53063003600,SUNSET BOULEVARD,City Highway Agency,21110314,19.3999996,7,3261,457,0,,,1911,,H24380000,,8,15000,,666,112735.378800000005867,47.649999999999999,-117.446669999999997,
8247,WA008192,HWB1 ,53029971500,NORTH PROCTOR,City Highway Agency,11100017,18.6000004,3,1210,518,0,,,1927,,N00000000,,N,6300,,646,40105.692000000002736,48.277500000000003,-122.488889999999998,
8248,WA008193,HWB1 ,53063003900,CHESTNUT STREET,City Highway Agency,21100019,16.2000008,3,707,201,25,,,1911,,N00000000,,7,300,,566,20409.958800000000338,47.640000000000001,-117.443330000000003,
8249,WA008197,HWB1 ,53067010400,LOWER CUSTER WAY,City Highway Agency,11100017,9.1000004,4,579,229,0,,,1915,,N00000000,,5,4800,,666,9389.179799999999886,47.018329999999999,-122.905000000000001,
8250,WA008202,HWB1 ,53015001100,ALLEN STREET,City Highway Agency,31010419,7.9000001,4,2146,512,0,,,1922,,N00000000,,8,21175,,746,30210.958800000000338,46.141669999999998,-122.908500000000004,
8251,WA008262,HWB1 ,53021020100,SR 397,State Highway Agency,61460514,21.8999996,3,7629,2990,0,,,1978,,N00000000,,3,8279,,777,297727.828199999989010,46.215000000000003,-119.096670000000003,
8252,WA008291,HWB1 ,53061040900,MULIKLTEO BLVD,City Highway Agency,30900014,13.6999998,3,1170,555,0,,,1931,,N00000000,,9,7640,,888,28563.677999999999884,47.958329999999997,-122.258330000000001,
8253,WA008348,HWB1 ,53069950100,COVERED BRIDGE RD,County Highway Agency,71070206,4.0000000,2,585,223,0,,,1989,,N00000000,,3,80,,886,6254.819999999999709,46.354999999999997,-123.580830000000006,
8254,WA008454,HWB1 ,53005011700,COUNTY RT 12 (6TH),County Highway Agency,21220107,9.8000002,5,2063,390,0,,,1931,,N00000000,,2,8432,,885,36027.406799999997020,46.209850000000003,-119.776820000000001,
8255,WA008551,HWB1 ,53011041011,NE 15TH AVENUE,City Highway Agency,51400017,16.5000000,3,582,204,8,,,1984,,N00000000,,3,2958,,888,17112.545999999998457,45.651769999999999,-122.656480000000002,
8256,WA008600,HWB1 ,53049950400,LEBAM ROAD,County Highway Agency,11100009,6.1999998,2,454,183,62,,,1917,,N00000000,,5,50,,657,5015.973600000000260,46.563330000000001,-123.560000000000002,
8257,WA000043,HWB10,53025011300,MAINTENANCE ROAD,Bureau of Reclamation,20100009,7.1999998,5,171,0,0,,,1962,,N00000000,,8,3,,888,2193.998399999999947,46.966670000000001,-119.200000000000003,
8258,WA000044,HWB10,53025011300,MAINTENANCE ROAD,Bureau of Reclamation,20100009,7.3000002,5,309,69,0,,,1952,,N00000000,,8,15,,777,4019.657400000000052,46.916670000000003,-119.183329999999998,
8259,WA000068,HWB10,53075000800,US 195,State Highway Agency,20400002,24.3999996,2,695,347,70,,,1923,,N00000000,,8,11386,,766,30219.155999999999040,46.883330000000001,-117.366669999999999,
8260,WA000115,HWB10,53011040605,STATE ROUTE 500,State Highway Agency,20400007,8.1000004,3,232,98,0,,,1930,,N00000000,,3,7066,,677,3348.734399999999823,45.604999999999997,-122.405000000000001,
8261,WA000121,HWB10,53033029001,MARINE VIEW DR.,City Highway Agency,20300016,9.5000000,8,1737,305,0,,,1934,,H10970000,,8,5450,,677,29405.672999999998865,47.375000000000000,-122.319999999999993,
8262,WA000125,HWB10,53053070206,STATE ROUTE 162,State Highway Agency,20600007,6.6999998,6,689,183,23,,,1936,,N00000000,,5,2694,,556,8226.246600000000399,47.141170000000002,-122.058419999999998,
8263,WA000126,HWB10,53053072505,STATE ROUTE 302,State Highway Agency,20600006,6.6999998,5,1676,579,0,,,1936,,N00000000,,5,17933,,555,20010.434399999998277,47.381670000000000,-122.625000000000000,
8264,WA000140,HWB10,53025010100,STATE ROUTE 174,State Highway Agency,20400006,10.1000004,4,692,241,0,,,1949,,N00000000,,8,929,,677,12454.754399999999805,47.941670000000002,-119.006670000000000,
8265,WA000143,HWB10,53025010500,STATE ROUTE 28,State Highway Agency,20400006,14.6000004,3,372,128,17,,,1950,,N00000000,,5,5139,,777,9678.398400000000038,47.233330000000002,-119.833330000000004,
8266,WA000144,HWB10,53025010500,STATE ROUTE 281,State Highway Agency,20400002,13.3000002,3,329,122,0,,,1950,,N00000000,,3,6790,,775,7797.497400000000198,47.225000000000001,-119.849999999999994,
8267,WA000148,HWB10,53005010600,STATE ROUTE 240,State Highway Agency,20610414,20.0000000,5,2164,457,0,,,1951,,N00000000,,2,41420,,654,77124.960000000006403,46.255000000000003,-119.251670000000004,
8268,WA000150,HWB10,53007960200,US 2,State Highway Agency,20400002,10.6999998,3,518,244,0,,,1953,,N00000000,,5,3611,,777,9876.913200000000870,47.766669999999998,-120.783330000000007,
8269,WA000162,HWB10,53027940000,SR 109,State Highway Agency,20100007,9.0000000,4,418,116,0,,,1957,,N00000000,,3,1064,,775,6703.884000000000015,47.286670000000001,-124.231669999999994,
8270,WA000163,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,27.3999996,2,302,146,45,,,1958,,H04780000,,N,58200,,766,14745.693600000000515,47.625000000000000,-122.340000000000003,
8271,WA000164,HWB10,53033007200,STATE ROUTE 99,State Highway Agency,20400014,32.0000000,2,204,101,0,,,1958,,H04670000,,N,58200,,766,11632.896000000000640,47.623330000000003,-122.343329999999995,
8272,WA000165,HWB10,53007960100,US 97ALT,State Highway Agency,20500006,9.6000004,3,1237,503,0,,,1959,,N00000000,,8,4206,,667,21161.606400000000576,47.663330000000002,-120.223330000000004,
8273,WA000175,HWB10,53033006200,STATE ROUTE 513,City Highway Agency,20600014,31.7000008,2,463,268,0,,,1962,,H04450000,,N,64000,,647,26154.592199999999139,47.645000000000003,-122.301670000000001,
8274,WA000179,HWB10,53033006200,24TH AVE,State Highway Agency,20600012,13.3000002,2,515,277,0,,,1962,,H04670000,,N,4320,,777,12205.808999999999287,47.646670000000000,-122.298330000000007,
8275,WA000196,HWB10,53033022802,STATE ROUTE 908,State Highway Agency,20600012,19.7999992,3,600,244,0,,,1972,,N00000000,,3,32156,,667,21170.159999999999854,47.668329999999997,-122.133330000000001,
8276,WA000198,HWB10,53053071704,STEELE ST,State Highway Agency,20100014,10.3000002,2,421,207,15,,,1975,,H05000000,,N,9344,,777,7727.286600000000362,47.161670000000001,-122.466669999999993,
8277,WA000214,HWB10,53011041011,SR 500,State Highway Agency,20500014,12.5000000,3,677,287,0,,,1984,,H07290000,,N,10752,,667,15080.174999999999272,45.651670000000003,-122.655000000000001,
8278,WA000273,HWB10,53013960200,US ROUTE 12,State Highway Agency,20100002,8.8000002,2,64,30,0,,,1919,,N00000000,,5,2407,,776,1003.622399999999971,46.378329999999998,-117.939999999999998,
8279,WA000279,HWB10,53065950800,US 395,State Highway Agency,20400002,13.0000000,3,369,168,53,,,1921,,N00000000,,3,6666,,775,8548.254000000000815,48.221670000000003,-117.715000000000003,
8280,WA000280,HWB10,53041971200,US 12,State Highway Agency,20100002,13.3999996,2,82,37,0,,,1921,,N00000000,,3,6457,,777,1958.061599999999999,46.533329999999999,-122.738330000000005,
8281,WA000281,HWB10,53045961000,STATE ROUTE 3,State Highway Agency,20400014,10.3999996,3,393,247,0,,,1921,,N00000000,,5,11921,,667,7283.390400000000227,47.193330000000003,-123.098330000000004,
8282,WA000282,HWB10,53057950800,STATE ROUTE 11,State Highway Agency,20200007,5.1999998,6,442,73,0,,,1920,,N00000000,,N,1785,,666,4095.748799999999846,48.633890000000001,-122.472780000000000,
8283,WA000285,HWB10,53041971800,STATE ROUTE 6,State Highway Agency,20100006,8.1999998,2,128,61,0,,,1921,,N00000000,,3,5663,,664,1870.387199999999893,46.634999999999998,-122.040000000000006,
8284,WA000286,HWB10,53053073200,STATE ROUTE 7,State Highway Agency,20400006,7.6999998,3,235,94,0,,,1922,,N00000000,,5,2134,,766,3224.528999999999996,46.863329999999998,-122.341669999999993,
8285,WA000287,HWB10,53053073200,STATE ROUTE 7,State Highway Agency,20400006,7.6999998,3,235,94,0,,,1922,,N00000000,,5,2134,,766,3224.528999999999996,46.863329999999998,-122.343329999999995,
8286,WA000289,HWB10,53049950400,STATE ROUTE 6,State Highway Agency,20400006,7.0999999,5,491,116,45,,,1922,,N00000000,,N,1188,,666,6212.230199999999968,46.548330000000000,-123.409999999999997,
8287,WA000292,HWB10,53077001701,STATE ROUTE 821,State Highway Agency,20100007,8.1000004,2,134,61,0,,,1924,,N00000000,,3,3912,,665,1934.182800000000043,46.706670000000003,-120.468329999999995,
8288,WA000293,HWB10,53037975700,STATE ROUTE 821,State Highway Agency,20100007,8.1000004,3,201,64,0,,,1924,,N00000000,,3,1486,,667,2901.274199999999837,46.818330000000003,-120.454999999999998,
8289,WA000295,HWB10,53033032703,STATE ROUTE 202,State Highway Agency,20400006,8.1999998,3,262,107,0,,,1924,,N00000000,,8,6857,,766,3828.448800000000119,47.536670000000001,-121.829999999999998,
8290,WA000303,HWB10,53033032704,STATE ROUTE 202,State Highway Agency,20400006,8.3999996,4,366,91,0,,,1925,,N00000000,,5,7205,,655,5478.580799999999726,47.501669999999997,-121.791669999999996,
